Lat,Lon,Height
27.86,-97.08,0
-4.477,-37.779,0
-4.449,-37.786,8
-4.539,-37.782,0
-2.869,-40.145,4
-2.844,-40.134,9
-2.85,-40.031,2
-2.393,104.76,13
-2.384,104.789,0
-2.368,104.81,15
-2.346,104.833,9
-2.315,104.843,4
11.743,122.387,11
11.743,122.387,11
10.793,122.706,7
10.793,122.706,7
10.762,122.624,6
10.838,122.784,0
24.483,124.217,29
4.867,-52.317,20
4.867,-52.317,20
5.425,-52.917,33
5.425,-52.917,33
4.867,-52.317,20
5.5,-53.167,1
5.425,-52.917,33
20.483,86.69,3
20.483,86.688,0
20.48,86.726,1
20.479,86.728,2
20.382,86.735,1
20.379,86.734,1
-20.717,116.617,0
-20.333,118.617,0
-22.317,114.117,0
-20.717,116.617,0
-20.333,118.617,0
-21.967,113.95,0
-5.817,110.45,5
-5.817,110.45,5
-5.817,110.45,5
11.8,122.2,0
11.8,122.2,0
11.8,122.2,0
11.8,122.2,0
24.483,124.217,29
24.483,124.217,29
24.483,124.217,29
24.483,124.217,29
19.61,110.806,9
19.952,110.578,0
18.248,109.608,2
18.43,109.982,1
19.909,109.987,6
19.767,109.256,1
19.855,109.55,0
4.128,98.527,37
4.128,98.527,37
4.128,98.527,37
4.128,98.527,37
4.128,98.527,37
