Lat,Lon,Height
18.492,-93.429,12.80961418
18.567,-92.432,1.270993948
18.595,-92.448,15.70173168
-25.917,32.638,2.64424634
-18.836,36.276,0
-18.836,36.276,0
-18.836,36.276,0
-18.836,36.276,0
-18.836,36.276,0
13.428,-87.611,20.46865463
13.367,-87.471,0
13.114,-87.184,0
13.368,-87.476,6.039968967
15.874,-87.641,21.3751049
15.785,-87.596,10.95270252
15.891,-87.633,13.90940189
15.822,-87.578,27.20835114
15.822,-87.595,19.56126213
16.404,-86.399,5.167097092
16.401,-86.399,8.571846008
16.418,-85.944,0
16.455,-85.863,0
16.089,-86.889,0
16.119,-86.902,1.921869516
16.098,-86.909,1.131619573
16.093,-86.914,0
16.11,-86.942,7.793501854
7.352,134.539,7.20913744
7.352,134.539,7.20913744
7.352,134.539,7.20913744
